BudgetID,PlanningTool,Department,Month,Year,AllocatedBudget,RevisedBudget
BUD_0066000,Excel_Upload,Marketing,1,2025,3067948.45,1525485.16
BUD_0066001,Hyperion,Operations,6,2024,3618904.97,2283011.68
BUD_0066002,Excel_Upload,Finance,12,2024,4006589.96,1211367.8
BUD_0066003,Excel_Upload,IT,1,2024,3430006.81,1854377.38
BUD_0066004,Anaplan,Finance,10,2026,755846.59,839325.44
BUD_0066005,Hyperion,Finance,1,2025,639493.11,3908029.2
BUD_0066006,Excel_Upload,Finance,10,2025,3250384.83,370494.07
BUD_0066007,Hyperion,Sales,6,2024,1765534.86,5127987.06
BUD_0066008,Excel_Upload,Finance,6,2024,4312096.52,815970.1
BUD_0066009,Anaplan,Operations,12,2026,4413455.92,4721343.06
BUD_0066010,Hyperion,Finance,5,2024,4268587.65,2864096.49
BUD_0066011,Hyperion,Sales,7,2025,1529843.27,421458.73
BUD_0066012,Anaplan,IT,1,2026,3757137.61,5632154.88
BUD_0066013,Anaplan,Marketing,4,2024,2365347.66,2077059.99
BUD_0066014,Anaplan,IT,2,2026,3254527.77,358861.9
BUD_0066015,Anaplan,IT,4,2026,1228815.07,546382.31
BUD_0066016,Hyperion,IT,1,2026,3653078.12,3661247.17
BUD_0066017,Anaplan,Finance,12,2025,820151.01,3459679.32
BUD_0066018,Hyperion,Marketing,6,2026,2689179.02,3109332.42
BUD_0066019,Excel_Upload,Operations,4,2026,4518132.17,320086.17
BUD_0066020,Excel_Upload,IT,2,2025,2430822.31,856681.67
BUD_0066021,Anaplan,Finance,5,2026,3124286.84,2526626.34
BUD_0066022,Anaplan,Sales,12,2024,360041.02,3448889.82
BUD_0066023,Hyperion,IT,11,2024,2344793.49,5672970.27
BUD_0066024,Hyperion,Sales,10,2025,3255209.44,4887369.46
BUD_0066025,Excel_Upload,Finance,9,2025,3016261.34,5817822.73
BUD_0066026,Hyperion,Sales,6,2025,4401883.99,4051265.54
BUD_0066027,Anaplan,IT,8,2025,4483976.74,2990420.0
BUD_0066028,Excel_Upload,IT,6,2024,340944.83,4108154.13
BUD_0066029,Excel_Upload,Sales,8,2025,3077453.67,1848852.68
BUD_0066030,Anaplan,Marketing,7,2026,4223515.96,2970308.53
BUD_0066031,Hyperion,IT,9,2024,2633331.82,2223222.99
BUD_0066032,Anaplan,Marketing,10,2024,3669650.48,1343171.94
BUD_0066033,Hyperion,Marketing,11,2026,1228425.39,573776.13
BUD_0066034,Excel_Upload,IT,12,2025,1407264.53,2370118.12
BUD_0066035,Anaplan,Marketing,1,2024,2818826.07,143622.48
BUD_0066036,Excel_Upload,Sales,7,2025,3762807.53,4046309.05
BUD_0066037,Excel_Upload,Finance,2,2026,2306547.26,4977381.98
BUD_0066038,Anaplan,Operations,12,2025,135706.8,5890967.62
BUD_0066039,Excel_Upload,IT,7,2026,922784.4,2329840.36
BUD_0066040,Hyperion,IT,2,2025,4860210.85,5282516.26
BUD_0066041,Anaplan,IT,2,2026,4326045.26,427428.49
BUD_0066042,Hyperion,Marketing,4,2025,2019262.25,4412891.16
BUD_0066043,Hyperion,IT,5,2025,3819869.52,3985831.46
BUD_0066044,Hyperion,Sales,6,2024,3832104.01,5705177.62
BUD_0066045,Anaplan,Finance,3,2026,1626110.7,2989699.36
BUD_0066046,Hyperion,Operations,1,2024,4027839.05,3424682.0
BUD_0066047,Anaplan,Marketing,11,2025,4427149.24,3667970.11
BUD_0066048,Hyperion,Finance,5,2026,4845940.7,4445011.83
BUD_0066049,Anaplan,IT,1,2025,3600281.74,2031977.38
BUD_0066050,Hyperion,IT,5,2025,2775097.55,4148890.73
BUD_0066051,Excel_Upload,IT,9,2024,1910103.7,4838477.66
BUD_0066052,Hyperion,IT,6,2026,60711.91,5479077.19
BUD_0066053,Excel_Upload,Operations,5,2026,3436300.96,5917579.97
BUD_0066054,Excel_Upload,Finance,3,2024,105099.56,3440953.17
BUD_0066055,Hyperion,Marketing,6,2025,1235508.64,1255297.51
BUD_0066056,Hyperion,Operations,8,2026,4636168.41,1007165.32
BUD_0066057,Excel_Upload,Marketing,1,2024,1764773.46,4893299.34
BUD_0066058,Anaplan,Finance,12,2026,4875023.48,1022447.77
BUD_0066059,Hyperion,IT,2,2024,2995738.8,2161715.61
BUD_0066060,Excel_Upload,Finance,12,2024,4529288.74,3493053.39
BUD_0066061,Anaplan,IT,10,2024,1716874.91,4882176.12
BUD_0066062,Hyperion,Sales,8,2024,1329443.78,4291522.92
BUD_0066063,Anaplan,Operations,8,2026,2593200.44,1634723.22
BUD_0066064,Excel_Upload,Operations,12,2025,193774.98,3845254.88
BUD_0066065,Hyperion,Sales,4,2025,2177304.84,5664620.39
BUD_0066066,Anaplan,Sales,7,2024,1756277.92,217070.03
BUD_0066067,Hyperion,Marketing,4,2026,228789.52,1327538.04
BUD_0066068,Anaplan,Marketing,12,2026,3018561.78,1246879.41
BUD_0066069,Anaplan,Marketing,12,2026,4483894.54,4784745.22
BUD_0066070,Hyperion,Marketing,3,2026,1372102.43,1304369.71
BUD_0066071,Hyperion,IT,2,2026,3205427.75,3695999.95
BUD_0066072,Hyperion,Finance,1,2025,1943570.09,4347500.04
BUD_0066073,Excel_Upload,Operations,3,2024,3290189.82,4842653.31
BUD_0066074,Hyperion,IT,6,2025,206162.17,4616550.37
BUD_0066075,Anaplan,Marketing,9,2025,4552562.26,2850327.26
BUD_0066076,Hyperion,Finance,12,2025,1279734.53,129426.07
BUD_0066077,Excel_Upload,Finance,7,2024,4601992.44,64777.34
BUD_0066078,Excel_Upload,Sales,9,2024,4818351.82,1748414.36
BUD_0066079,Hyperion,IT,1,2025,1072081.48,4357781.99
BUD_0066080,Anaplan,IT,6,2026,2657602.52,5729454.14
BUD_0066081,Excel_Upload,Operations,12,2024,979067.9,5250202.89
BUD_0066082,Anaplan,Marketing,2,2024,900137.19,3781070.55
BUD_0066083,Excel_Upload,Marketing,11,2024,68635.75,5388531.12
BUD_0066084,Excel_Upload,Marketing,7,2024,3361493.39,5542275.7
BUD_0066085,Anaplan,IT,12,2025,317273.93,4923235.63
BUD_0066086,Anaplan,IT,6,2024,4036759.58,2938369.18
BUD_0066087,Excel_Upload,Finance,12,2026,3586844.15,5987475.51
BUD_0066088,Anaplan,Marketing,9,2024,2346449.9,5718930.2
BUD_0066089,Hyperion,Marketing,10,2025,1313880.05,2719443.96
BUD_0066090,Hyperion,Sales,12,2025,1085741.79,867588.76
BUD_0066091,Excel_Upload,Finance,7,2026,4204667.45,4045893.35
BUD_0066092,Hyperion,Marketing,2,2026,869161.18,4430613.27
BUD_0066093,Excel_Upload,Operations,10,2024,3980626.77,790895.08
BUD_0066094,Anaplan,Marketing,4,2024,4501495.52,87539.78
BUD_0066095,Anaplan,IT,11,2024,159687.36,4072310.47
BUD_0066096,Hyperion,Marketing,10,2026,171316.72,1694444.92
BUD_0066097,Anaplan,Operations,7,2026,4975916.8,5991039.08
BUD_0066098,Hyperion,Sales,11,2025,4224672.39,4012598.04
BUD_0066099,Excel_Upload,IT,5,2024,1001936.24,223654.53
BUD_0066100,Hyperion,Finance,9,2024,3689289.17,1059250.72
BUD_0066101,Hyperion,Marketing,8,2025,700642.62,2325540.84
BUD_0066102,Anaplan,Sales,11,2026,4070029.38,5158740.71
BUD_0066103,Anaplan,Sales,8,2025,1178907.61,2323688.73
BUD_0066104,Anaplan,Operations,1,2026,2215551.86,5933240.66
BUD_0066105,Hyperion,IT,6,2024,4526256.98,1809902.37
BUD_0066106,Anaplan,IT,5,2024,1833733.22,93873.85
BUD_0066107,Excel_Upload,Marketing,4,2026,3839953.81,3521152.93
BUD_0066108,Hyperion,IT,4,2024,512812.97,4737939.73
BUD_0066109,Hyperion,IT,10,2025,4997627.29,836210.93
BUD_0066110,Hyperion,Marketing,1,2024,637711.86,1250370.82
BUD_0066111,Excel_Upload,Sales,10,2024,2267362.27,859971.7
BUD_0066112,Excel_Upload,Sales,5,2026,773200.14,5584516.68
BUD_0066113,Anaplan,Finance,11,2024,2100897.13,5084050.85
BUD_0066114,Anaplan,Marketing,7,2026,1676707.74,651424.8
BUD_0066115,Hyperion,Marketing,12,2026,418526.15,823913.49
BUD_0066116,Anaplan,Finance,10,2024,2840952.89,1858443.91
BUD_0066117,Excel_Upload,Finance,1,2024,4660021.43,1578854.51
BUD_0066118,Anaplan,IT,1,2025,2560544.44,479398.64
BUD_0066119,Anaplan,Marketing,10,2025,1851349.64,2824123.98
BUD_0066120,Hyperion,Operations,7,2025,4185385.96,572639.81
BUD_0066121,Excel_Upload,Marketing,3,2026,1037714.99,1677385.97
BUD_0066122,Excel_Upload,IT,2,2025,4186997.04,607708.64
BUD_0066123,Excel_Upload,Marketing,1,2024,2459194.66,436069.08
BUD_0066124,Anaplan,IT,6,2024,2651353.85,1410207.55
BUD_0066125,Excel_Upload,Marketing,6,2024,3347387.7,830285.21
BUD_0066126,Anaplan,IT,12,2026,4388665.52,4443483.01
BUD_0066127,Hyperion,Finance,2,2024,3381147.22,5499275.79
BUD_0066128,Excel_Upload,IT,5,2026,2429905.72,514159.12
BUD_0066129,Hyperion,Sales,10,2026,2454746.32,4883844.96
BUD_0066130,Anaplan,Marketing,7,2024,805963.7,3450159.28
BUD_0066131,Excel_Upload,Marketing,9,2025,2987956.49,4325210.44
BUD_0066132,Anaplan,Marketing,11,2026,4333973.64,3881674.55
BUD_0066133,Excel_Upload,Finance,12,2025,550765.81,634053.12
BUD_0066134,Anaplan,Sales,4,2026,203814.59,1944584.13
BUD_0066135,Anaplan,Finance,2,2026,918776.25,5737982.83
BUD_0066136,Anaplan,Operations,3,2026,4144438.56,4431352.31
BUD_0066137,Hyperion,Operations,6,2025,4198835.13,4331199.45
BUD_0066138,Excel_Upload,IT,2,2025,425732.36,4194986.55
BUD_0066139,Anaplan,Operations,3,2025,4856458.91,4325532.86
BUD_0066140,Excel_Upload,IT,4,2026,3921562.27,5398036.12
BUD_0066141,Anaplan,Finance,6,2025,4189413.49,1956238.82
BUD_0066142,Excel_Upload,Finance,2,2025,1912433.14,188366.57
BUD_0066143,Anaplan,IT,9,2025,2628056.6,5909573.47
BUD_0066144,Anaplan,Operations,8,2025,3806358.97,3671982.67
BUD_0066145,Hyperion,IT,9,2025,1516770.91,665970.48
BUD_0066146,Excel_Upload,Marketing,9,2024,3787436.28,1232150.77
BUD_0066147,Hyperion,Sales,3,2026,2706820.91,5565934.15
BUD_0066148,Anaplan,Finance,6,2024,4061611.21,1451026.12
BUD_0066149,Hyperion,Finance,8,2025,3487698.89,4587352.32
BUD_0066150,Hyperion,IT,6,2024,3345321.07,4901588.64
BUD_0066151,Hyperion,Finance,6,2026,570184.49,1016302.22
BUD_0066152,Hyperion,IT,10,2025,3775683.82,3152831.78
BUD_0066153,Excel_Upload,Operations,4,2025,1452956.38,4900511.92
BUD_0066154,Hyperion,IT,6,2026,2787795.99,798352.71
BUD_0066155,Anaplan,Finance,7,2026,2826366.03,3912081.89
BUD_0066156,Anaplan,IT,5,2024,559912.91,4476884.82
BUD_0066157,Hyperion,IT,9,2025,2020450.83,4476873.99
BUD_0066158,Hyperion,Marketing,5,2025,4206644.25,4824697.85
BUD_0066159,Hyperion,Operations,2,2024,1036155.65,2149584.75
BUD_0066160,Anaplan,Marketing,5,2025,1129338.2,2766436.09
BUD_0066161,Hyperion,Sales,8,2024,2510384.28,4021430.66
BUD_0066162,Excel_Upload,IT,5,2024,1533563.38,2835980.54
BUD_0066163,Hyperion,Sales,4,2025,2581750.73,5528610.54
BUD_0066164,Excel_Upload,IT,3,2024,4057953.69,3760303.68
BUD_0066165,Hyperion,IT,9,2024,3565633.1,5286477.7
BUD_0066166,Anaplan,Sales,12,2026,2051231.39,2640293.62
BUD_0066167,Anaplan,Finance,5,2024,1407797.96,4448652.48
BUD_0066168,Hyperion,Finance,9,2024,604555.56,2367267.26
BUD_0066169,Excel_Upload,Finance,2,2024,795020.52,384274.21
BUD_0066170,Anaplan,IT,3,2025,2801176.0,2860387.88
BUD_0066171,Anaplan,Finance,6,2024,123948.76,933843.88
BUD_0066172,Anaplan,IT,12,2026,4923031.61,1076004.62
BUD_0066173,Hyperion,Finance,2,2024,4755508.92,501363.73
BUD_0066174,Hyperion,Marketing,8,2026,2800915.11,4615635.85
BUD_0066175,Hyperion,Finance,6,2026,3294639.76,5153769.77
BUD_0066176,Excel_Upload,Marketing,8,2025,4383590.84,463925.94
BUD_0066177,Hyperion,IT,2,2025,1711580.25,4697528.44
BUD_0066178,Excel_Upload,Operations,7,2025,3688242.08,4139702.57
BUD_0066179,Hyperion,IT,3,2024,4641392.12,207328.0
BUD_0066180,Excel_Upload,Operations,11,2025,2428593.69,4609051.83
BUD_0066181,Excel_Upload,Operations,5,2026,2037144.76,3653280.19
BUD_0066182,Hyperion,Marketing,8,2025,4815791.01,2816144.34
BUD_0066183,Excel_Upload,Operations,1,2025,389183.52,5366275.37
BUD_0066184,Anaplan,Finance,1,2024,4692971.69,5652549.08
BUD_0066185,Anaplan,Sales,10,2024,3275203.59,4466456.68
BUD_0066186,Hyperion,IT,1,2025,407343.02,3869085.14
BUD_0066187,Anaplan,IT,9,2024,3843125.66,4999227.58
BUD_0066188,Hyperion,Marketing,11,2024,4987758.43,5270597.3
BUD_0066189,Excel_Upload,Sales,2,2025,2792434.58,1462633.23
BUD_0066190,Anaplan,Operations,4,2026,836913.82,484284.43
BUD_0066191,Excel_Upload,Finance,7,2025,4185172.46,2508806.75
BUD_0066192,Hyperion,Finance,5,2025,3629965.31,1643222.0
BUD_0066193,Hyperion,Marketing,6,2026,1498128.21,2657095.46
BUD_0066194,Excel_Upload,IT,7,2026,2974215.46,2303336.01
BUD_0066195,Hyperion,Finance,10,2024,917721.32,1585779.15
BUD_0066196,Anaplan,Finance,4,2024,1421430.17,5813241.99
BUD_0066197,Hyperion,Operations,9,2024,1013847.71,4725959.48
BUD_0066198,Anaplan,Sales,6,2025,4960872.98,3838045.25
BUD_0066199,Hyperion,Sales,1,2025,2270472.79,414203.37
BUD_0066200,Anaplan,Sales,10,2026,3385666.65,184760.77
BUD_0066201,Hyperion,Sales,9,2025,4650120.44,5919489.85
BUD_0066202,Hyperion,Operations,12,2026,530429.04,3134072.1
BUD_0066203,Excel_Upload,Sales,10,2026,512377.96,5720142.77
BUD_0066204,Excel_Upload,Finance,8,2025,266185.52,4250806.89
BUD_0066205,Anaplan,Sales,10,2026,3218645.4,4983215.83
BUD_0066206,Excel_Upload,Finance,3,2024,726936.15,2340890.84
BUD_0066207,Excel_Upload,Operations,10,2024,2089185.48,1047662.49
BUD_0066208,Anaplan,Marketing,7,2026,1199426.32,199262.8
BUD_0066209,Excel_Upload,Marketing,12,2025,972138.46,3489582.59
BUD_0066210,Anaplan,IT,6,2025,1574019.78,575569.11
BUD_0066211,Anaplan,Marketing,1,2025,3966580.68,5636086.33
BUD_0066212,Anaplan,IT,8,2024,3143681.31,2914668.27
BUD_0066213,Anaplan,Finance,7,2025,1616303.23,5281923.33
BUD_0066214,Hyperion,Sales,5,2024,4051842.59,1127435.16
BUD_0066215,Hyperion,Finance,12,2025,3200962.1,2608425.43
BUD_0066216,Anaplan,Finance,8,2024,272397.14,323559.76
BUD_0066217,Excel_Upload,Finance,12,2024,1560985.66,1607935.65
BUD_0066218,Anaplan,Marketing,2,2024,1317817.32,84690.13
BUD_0066219,Anaplan,Finance,4,2024,4515452.73,3414378.19
BUD_0066220,Excel_Upload,Marketing,5,2025,4677309.7,2357010.22
BUD_0066221,Anaplan,Finance,9,2024,4556956.77,986546.69
BUD_0066222,Hyperion,Operations,3,2025,1811674.59,428668.1
BUD_0066223,Anaplan,Marketing,3,2025,3082003.59,5235236.56
BUD_0066224,Hyperion,IT,11,2024,664793.02,1354790.31
BUD_0066225,Excel_Upload,Sales,4,2025,394705.63,3728979.91
BUD_0066226,Excel_Upload,Sales,10,2025,900775.87,4863590.53
BUD_0066227,Excel_Upload,IT,7,2026,4159927.04,2026673.84
BUD_0066228,Hyperion,Marketing,1,2024,3703339.55,5980785.8
BUD_0066229,Anaplan,Marketing,12,2025,4538376.48,5625354.52
BUD_0066230,Excel_Upload,Operations,2,2024,3545473.25,2258394.98
BUD_0066231,Excel_Upload,Finance,12,2024,3179809.17,5354642.23
BUD_0066232,Excel_Upload,Operations,11,2026,3360906.55,3055580.64
BUD_0066233,Anaplan,Sales,4,2026,3492343.96,5022869.58
BUD_0066234,Anaplan,IT,12,2026,2841391.41,5485860.19
BUD_0066235,Hyperion,Operations,9,2025,288480.75,4027684.26
BUD_0066236,Hyperion,Sales,9,2024,2788714.82,5698727.94
BUD_0066237,Anaplan,IT,1,2025,4423351.33,350743.86
BUD_0066238,Anaplan,Operations,6,2026,2104242.88,4513206.71
BUD_0066239,Excel_Upload,Finance,12,2026,1838429.94,5624741.74
BUD_0066240,Excel_Upload,Marketing,12,2024,3906991.41,1383797.31
BUD_0066241,Hyperion,Marketing,9,2024,2299802.55,4155515.89
BUD_0066242,Excel_Upload,Finance,3,2024,3505156.51,565640.05
BUD_0066243,Anaplan,IT,7,2025,405126.03,5386982.35
BUD_0066244,Anaplan,Sales,3,2024,808634.01,4401678.93
BUD_0066245,Hyperion,Sales,8,2025,999851.95,901323.48
BUD_0066246,Anaplan,Operations,6,2026,1287350.04,1852716.62
BUD_0066247,Hyperion,Operations,1,2025,95072.5,436345.7
BUD_0066248,Excel_Upload,IT,9,2025,4517447.62,5554401.49
BUD_0066249,Hyperion,Sales,10,2025,4700202.08,827003.42
BUD_0066250,Anaplan,Marketing,9,2026,1706838.16,2655650.3
BUD_0066251,Excel_Upload,Finance,6,2025,124898.69,5689627.27
BUD_0066252,Anaplan,Finance,12,2024,256519.43,4889117.67
BUD_0066253,Anaplan,Sales,7,2026,1036370.49,4595793.6
BUD_0066254,Excel_Upload,Sales,1,2025,1907020.71,409746.22
BUD_0066255,Anaplan,Finance,4,2025,704909.4,4689871.8
BUD_0066256,Anaplan,Operations,6,2024,949990.58,1731572.1
BUD_0066257,Excel_Upload,Operations,6,2026,2363533.93,4969842.9
BUD_0066258,Anaplan,Marketing,10,2026,4173955.64,2340377.49
BUD_0066259,Hyperion,Sales,11,2025,167361.58,5546690.72
BUD_0066260,Anaplan,Marketing,2,2024,4698001.62,3291428.56
BUD_0066261,Anaplan,Marketing,9,2024,1823115.33,3466189.5
BUD_0066262,Excel_Upload,Operations,6,2024,622905.93,1517349.94
BUD_0066263,Hyperion,IT,8,2025,1775148.33,4538302.04
BUD_0066264,Anaplan,Sales,10,2025,4250381.26,4743844.23
BUD_0066265,Excel_Upload,Sales,4,2026,1289031.96,3368349.7
BUD_0066266,Anaplan,Sales,1,2025,1012529.49,3170703.31
BUD_0066267,Anaplan,Marketing,6,2026,2130421.3,3950570.87
BUD_0066268,Anaplan,IT,5,2025,2743888.91,3104934.25
BUD_0066269,Hyperion,IT,9,2026,2693602.11,2224337.52
BUD_0066270,Excel_Upload,Finance,8,2024,89626.55,5839347.71
BUD_0066271,Hyperion,IT,5,2025,2348247.51,5248462.01
BUD_0066272,Anaplan,Operations,3,2025,1052996.08,1747851.13
BUD_0066273,Hyperion,IT,1,2026,1470863.77,2722027.37
BUD_0066274,Anaplan,Finance,6,2025,340715.48,902470.93
BUD_0066275,Hyperion,Operations,4,2025,3523299.01,1803712.53
BUD_0066276,Excel_Upload,Finance,1,2025,4883399.93,3561839.51
BUD_0066277,Hyperion,Sales,2,2025,2339694.34,154335.61
BUD_0066278,Excel_Upload,IT,9,2024,541031.7,5121557.61
BUD_0066279,Anaplan,Marketing,11,2026,2365051.66,545897.48
BUD_0066280,Excel_Upload,Sales,8,2025,1725787.06,2087621.24
BUD_0066281,Anaplan,Finance,3,2026,4959576.63,3703876.51
BUD_0066282,Hyperion,IT,4,2026,1758183.11,4625677.0
BUD_0066283,Hyperion,Sales,9,2025,3062355.07,108766.71
BUD_0066284,Excel_Upload,Finance,5,2024,2403215.3,4999890.8
BUD_0066285,Hyperion,Operations,10,2025,3644588.66,1653149.2
BUD_0066286,Hyperion,Operations,7,2026,312831.12,4813119.04
BUD_0066287,Anaplan,Sales,11,2025,691780.81,1682601.01
BUD_0066288,Hyperion,Marketing,3,2024,2896316.53,5079969.59
BUD_0066289,Anaplan,Sales,9,2026,1823416.46,4947156.49
BUD_0066290,Excel_Upload,Marketing,8,2026,4857760.38,3153608.33
BUD_0066291,Hyperion,Sales,3,2025,3618945.04,138081.29
BUD_0066292,Excel_Upload,Marketing,7,2024,2689369.77,4081013.38
BUD_0066293,Hyperion,Operations,8,2024,3933232.62,5877816.87
BUD_0066294,Excel_Upload,Finance,6,2026,1402844.08,3688026.19
BUD_0066295,Excel_Upload,Finance,4,2025,1150264.38,1412899.79
BUD_0066296,Anaplan,Finance,2,2026,3503413.87,1907350.52
BUD_0066297,Hyperion,Operations,3,2024,2163252.28,3253636.9
BUD_0066298,Excel_Upload,Sales,5,2026,2239415.15,4105926.41
BUD_0066299,Anaplan,Sales,7,2026,534575.32,746315.78
BUD_0066300,Excel_Upload,Sales,3,2025,3681746.79,204636.26
BUD_0066301,Excel_Upload,Finance,7,2024,4800570.12,3228025.18
BUD_0066302,Excel_Upload,Marketing,6,2024,2926910.74,2977171.65
BUD_0066303,Hyperion,Operations,5,2025,3807245.33,4791861.42
BUD_0066304,Hyperion,Finance,4,2026,4607582.23,662675.89
BUD_0066305,Excel_Upload,Marketing,5,2024,1426096.35,1107742.39
BUD_0066306,Excel_Upload,Operations,1,2025,3996544.38,5240865.03
BUD_0066307,Excel_Upload,Finance,2,2024,1247348.51,3217270.78
BUD_0066308,Hyperion,IT,9,2024,1922858.5,2850118.3
BUD_0066309,Excel_Upload,IT,3,2026,2417988.51,2902662.21
BUD_0066310,Excel_Upload,IT,7,2026,1131974.75,5691851.23
BUD_0066311,Excel_Upload,Operations,2,2026,2646506.15,4578621.76
BUD_0066312,Excel_Upload,IT,3,2026,4633108.46,5912753.6
BUD_0066313,Hyperion,Sales,2,2026,4052366.62,5323900.44
BUD_0066314,Anaplan,IT,11,2025,2812643.32,2708176.84
BUD_0066315,Anaplan,Operations,7,2024,1635337.94,1525176.04
BUD_0066316,Excel_Upload,IT,8,2026,1332323.44,3602981.92
BUD_0066317,Anaplan,IT,3,2025,610510.28,1484300.4
BUD_0066318,Anaplan,Finance,7,2024,2147899.57,3874965.64
BUD_0066319,Hyperion,Marketing,3,2024,1770023.99,3084535.58
BUD_0066320,Excel_Upload,Marketing,12,2024,2448526.8,4496481.2
BUD_0066321,Hyperion,Sales,7,2026,1997997.97,3479680.03
BUD_0066322,Anaplan,Marketing,4,2026,762417.09,3019744.39
BUD_0066323,Anaplan,Marketing,7,2026,2179791.62,2832363.94
BUD_0066324,Excel_Upload,Marketing,4,2026,2037235.57,4481898.69
BUD_0066325,Excel_Upload,IT,7,2026,3479467.6,3589969.01
BUD_0066326,Hyperion,Marketing,7,2026,2931562.42,5282844.31
BUD_0066327,Excel_Upload,IT,12,2025,997507.9,2521907.54
BUD_0066328,Anaplan,IT,3,2026,3262673.11,3373143.69
BUD_0066329,Hyperion,Marketing,5,2024,2098518.99,3172705.32
BUD_0066330,Hyperion,IT,5,2026,1728831.27,756370.8
BUD_0066331,Excel_Upload,Marketing,2,2024,613288.85,2984602.9
BUD_0066332,Excel_Upload,Finance,3,2024,1437899.19,5103429.52
BUD_0066333,Anaplan,Finance,1,2024,4376169.72,993561.34
BUD_0066334,Hyperion,Marketing,7,2026,2690447.98,4847257.69
BUD_0066335,Hyperion,Sales,9,2026,388595.61,3893499.13
BUD_0066336,Hyperion,IT,11,2024,1785559.11,2002120.15
BUD_0066337,Hyperion,Marketing,5,2025,2663265.03,5918670.29
BUD_0066338,Anaplan,IT,11,2025,729993.14,5354205.85
BUD_0066339,Anaplan,Marketing,9,2026,866454.16,1486479.41
BUD_0066340,Anaplan,Sales,4,2026,737098.9,5345093.57
BUD_0066341,Excel_Upload,IT,4,2024,4808912.2,3869199.11
BUD_0066342,Anaplan,Operations,5,2026,2034113.12,2899366.71
BUD_0066343,Anaplan,Finance,7,2024,2279736.07,1469363.84
BUD_0066344,Anaplan,Operations,8,2025,2464714.53,592704.14
BUD_0066345,Anaplan,Marketing,7,2024,1255022.87,2890974.9
BUD_0066346,Excel_Upload,Sales,8,2025,4043881.19,372539.68
BUD_0066347,Hyperion,Sales,2,2024,2353215.5,4947272.82
BUD_0066348,Hyperion,Marketing,4,2024,4511638.04,527435.88
BUD_0066349,Excel_Upload,IT,4,2025,1783704.09,255467.86
BUD_0066350,Anaplan,Sales,4,2024,1392225.9,1199724.68
BUD_0066351,Hyperion,Finance,5,2024,1086066.53,528699.96
BUD_0066352,Hyperion,Operations,11,2024,656009.56,2772226.88
BUD_0066353,Hyperion,Finance,1,2025,3052597.97,5507306.3
BUD_0066354,Hyperion,Sales,4,2024,4546302.44,3896552.79
BUD_0066355,Anaplan,IT,9,2026,1537053.92,4310832.21
BUD_0066356,Hyperion,Operations,10,2026,1884280.39,4697640.3
BUD_0066357,Excel_Upload,Sales,12,2024,1391483.41,1649953.85
BUD_0066358,Excel_Upload,Sales,12,2026,396172.51,1210977.06
BUD_0066359,Hyperion,Marketing,10,2026,84324.63,3032591.58
BUD_0066360,Anaplan,Finance,7,2026,4069455.93,4295874.7
BUD_0066361,Hyperion,Operations,7,2024,376713.73,2046234.09
BUD_0066362,Hyperion,IT,5,2025,3276099.52,5621228.24
BUD_0066363,Hyperion,Marketing,11,2026,3532718.26,2173628.56
BUD_0066364,Excel_Upload,IT,8,2024,3502904.92,1685975.58
BUD_0066365,Excel_Upload,Finance,5,2024,3885519.69,4424517.33
BUD_0066366,Anaplan,Finance,6,2025,1810360.42,1252071.92
BUD_0066367,Hyperion,Operations,7,2026,1932558.42,1826929.94
BUD_0066368,Hyperion,Operations,1,2024,3203537.31,2119107.43
BUD_0066369,Hyperion,IT,10,2026,1915748.33,2151938.3
BUD_0066370,Hyperion,Operations,8,2026,3651220.76,2522447.74
BUD_0066371,Excel_Upload,Operations,12,2025,4823990.69,571306.39
BUD_0066372,Anaplan,Marketing,4,2026,2150253.35,5911003.22
BUD_0066373,Excel_Upload,Finance,9,2024,4563059.53,4114904.73
BUD_0066374,Hyperion,Sales,12,2026,1888907.32,2578443.23
BUD_0066375,Excel_Upload,IT,7,2026,2519724.11,3806614.67
BUD_0066376,Anaplan,IT,6,2026,376642.16,3833683.51
BUD_0066377,Hyperion,Operations,7,2026,4963028.62,976693.88
BUD_0066378,Hyperion,Marketing,2,2026,2275494.78,2638429.07
BUD_0066379,Excel_Upload,Sales,7,2024,4549140.01,5699890.55
BUD_0066380,Excel_Upload,Marketing,11,2026,2655758.07,1401488.69
BUD_0066381,Excel_Upload,IT,2,2025,1516704.02,2316883.1
BUD_0066382,Anaplan,Operations,3,2025,3109947.47,1936383.0
BUD_0066383,Anaplan,Finance,11,2026,4622642.32,4915361.99
BUD_0066384,Anaplan,Marketing,12,2025,3107115.29,1223139.45
BUD_0066385,Hyperion,Sales,1,2026,3786310.2,2118160.06
BUD_0066386,Hyperion,IT,3,2024,1159554.29,5351937.86
BUD_0066387,Excel_Upload,Marketing,4,2026,4579175.18,1958462.79
BUD_0066388,Hyperion,Sales,4,2025,2373642.86,840134.56
BUD_0066389,Anaplan,IT,2,2026,3225649.03,5793541.51
BUD_0066390,Hyperion,Sales,3,2024,4818038.52,4269753.75
BUD_0066391,Excel_Upload,Marketing,5,2026,628271.52,1959877.5
BUD_0066392,Excel_Upload,Operations,7,2024,469230.92,2704838.8
BUD_0066393,Excel_Upload,Marketing,9,2025,598957.53,1909456.57
BUD_0066394,Excel_Upload,Operations,5,2024,3126404.51,693691.39
BUD_0066395,Hyperion,Marketing,3,2025,762412.54,2455757.14
